rx		ry		rz
-0.054809719	0.368179438	0.298587152
-0.030026311	0.371537768	0.227415773
-0.007759681	0.377776378	0.248156313
0.006591217	0.178139317	0.161182084
0.041570712	0.924188822	0.586629416
0.039543174	0.778629523	0.508941578
0.043539418	0.563881899	0.389889135
0.03434286	0.54781008	0.375545486
0.068443749	0.545486825	0.374207179
0.037479366	0.190768088	0.149922042
0.0204898		0.014789009	0.063779182
0.012616831	-0.01542337	0.056945642
0.029724057	0.025028228	0.018942039
0.025785107	0.018741132	0.032884835
0.018479407	0.01212851	0.019197035
0.009284656	0.004820992	0.015911495
0.048076665	0.13352275	0.077226726
0.099288661	0.842937426	0.495972814
0.109271049	1.116149673	0.694913708
0.076182725	0.979180499	0.628465988
0.11157522	0.980325825	0.613390238
0.132772662	0.97706366	0.619296832
0.142670391	0.975008315	0.621004769
0.12034517	0.854985175	0.520787588
0.089990663	0.76497386	0.475949925
0.087928534	0.655042338	0.440662897
0.125870466	0.698859299	0.452384746
0.091985811	0.710836508	0.472202868
0.044171626	0.339283383	0.218637522
0.016332282	0.011907313	0.024269314
0.015183902	0.087865537	0.058663262
0.02958206	0.202726963	0.129355081
0.021425108	0.109051351	0.061200397
0.010930031	0.011353192	0.024776447
0.049061747	0.376399381	0.225479816
0.041794534	0.409638174	0.224830018
0.321152781	0.709310382	0.382612612
-0.070147045	0.845967625	0.604411965
0.143838823	0.950330073	0.623917411
0.15074644	0.875534869	0.713092841
0.396736646	2.012632003	1.557647423
0.260743232	1.14713317	0.893691255
0.262741061	1.025970065	0.822713828
0.269525915	1.070784626	0.849336678
0.305405571	1.158804875	0.870102521
0.308104967	1.211625706	0.858595329
0.245739419	1.23137385	0.836642119
0.193875299	1.293554063	0.816410992
0.230602435	1.301639654	0.857708621
0.197714018	1.315261891	0.857683213
0.176544695	1.363055514	0.839110136
0.202946586	1.314709797	0.817383012
0.183553356	1.381057128	0.843457412
0.176198153	0.933413732	0.64180596
0.163445235	0.250114224	0.386736453
