dx		dy		dz
-0.038099399	0.045503376	0.001267866
-0.031218809	0.016813874	0.022871627
0.004132976	-0.052623679	0.028917973
0.164791465	-0.001486319	0.085446307
-0.021201656	0.023629119	0.023247851
-0.032312835	-0.035485207	-0.011286211
-0.00074608	-0.01310567	0.015265055
-0.004096922	0.005526309	0.008148559
-0.064820335	-0.002930247	-0.022371354
-0.045984496	0.009164428	-0.005337695
0.047788119	-0.025523944	-0.017983819
-0.050474984	-0.04702399	0.025690588
-0.004943365	-0.050802793	0.002493732
-0.015558943	0.006633963	0.010843974
-0.000733372	0.011920624	0.011206019
0.04440851	0.012667584	0.011258859
0.135982541	0.013742867	0.021724611
0.075348875	0.022318272	0.037311337
-0.004940813	0.019623283	-0.005589264
0.055556788	0.014373029	-0.003472471
-0.01803882	0.045450132	0.000841437
-0.013228228	0.022739539	-0.000128366
-0.032450857	-0.029131169	-0.031201032
0.011505645	-0.004688781	-0.030023189
0.016323791	-0.03333909	-0.028241543
-0.011503705	0.031798421	-0.01986039
0.040360697	0.01049883	-0.027775172
-0.100563117	0.011516919	-0.037068398
-0.08497132	-0.013089746	0.008844054
0.039145624	-0.018288455	-0.000588332
0.022973356	-0.00872296	-0.021334255
-0.017806853	-0.000420551	0.004235991
-0.008809968	-0.040297668	0.012496671
0.067218379	0.020319427	0.038609029
0.013727636	0.042993733	0.005647983
-0.01790987	0.20919216	0.064176653
0.183178363	-0.433281253	-0.056284902
-0.07167263	0.189615617	0.035828718
0.162874805	0.019939357	-0.138695443
0.474199287	-0.422799088	0.679926052
-0.451338309	0.451165155	-0.63493379
-0.063216845	0.019735464	-0.006089401
0.014367243	0.00237829	0.019820737
-0.035100442	0.015780844	0.022767326
-0.040744032	-0.001781054	0.001111331
-0.002868934	-0.034983307	0.011050364
0.011485801	-0.020923335	0.01575131
0.040994461	0.023732447	0.005343725
0.016874092	0.008813063	-0.011370764
-0.00902672	-0.026685436	0.038340419
-0.005564194	0.02312828	-0.04946211
0.034873718	-0.022315021	-0.030436316
-0.041000611	0.036743599	-0.014552082
0.320166515	-0.441165618	0.664214569
